,Adresse,latitude,longitude
775,Danziger Str. 31 Oberhausen 46045,51.4708524,6.8621667
776,Dietzenbacher Str. 189 Heusenstamm 63150,50.0407412,8.7889622
777,Am Mönchswinkel 3 Rochlitz 9306,51.0570168,12.7966386
778,Heinrich-Schoormann-Weg 1 Hameln 31789,52.094966,9.3880193
779,Waizendorf 3 Bechhofen 91572,49.1594861,10.531905
780,Beim Postweg 2 Friedeburg 26446,53.4534566,7.9039116
781,Großes Wert 25-27 Erbach 89155,48.3268074,9.9050664
782,Reiersbacherstraße 34 Renchen-Ulm 77871,48.5747559,8.0544093
783,Lauchaer Höhe 27-29 Waltershausen 99880,50.9144184,10.5546387
784,Am Malzwerk 1 Erfurt 99086,51.0027341,11.0293457
785,Am Weiher 133 Aufseß 91347,49.8812473,11.2267084
786,Hafenstraße 19 Breisach 79206,48.044857,7.5776347
787,Dechsendorfer Str. 11 Erlangen 91054,49.605057,10.9967241
788,Jürgen-Graef-Allee 2 Hamm 59065,51.6876798,7.835153
789,Hauptstrasse 106 Neufahrn 84088,48.7255495,12.1894903
790,Kohlenstraße 1 Rodewisch 8228,50.5244047,12.4050441
791,Bielsteiner Straße 108 Wiehl 51674,50.9624659,7.5011177
792,Kölner Straße 1-5 Mudersbach 57555,50.8303592,7.9503777
793,Floßhafenstr. 16 Neuss 41460,51.2097901,6.7172119
794,Kommerzienrat-Disch  Strasse 1 Mainz-Kostheim 55246,,
795,Sandhofer Straße 176 Mannheim  68305,49.5343014,8.4595007
796,Kasseler Landstraße 21 Witzenhausen 37213,51.3232448,9.8491703
797,Delmenhorster 22 Stuhr 28816,52.9949661,8.716967
798,Pforzheimer Str. 202 Ettlingen 76275,48.9293498,8.4470529
799,Hans-Böckler-Straße 30 Lüdinghausen 59348,51.7605729,7.4290039
800,Euroglasstraße 101 Osterweddingen 39171,52.0567946,11.58777
801,Dammühlenweg 60 Haldensleben 39340,52.2745502,11.4422048
802,Kurallee 23 Bad Füssing 94072,48.3517655,13.3202334
803,Europa-Park Straße 2 Rust 77977,48.2649865,7.720728
804,Kurt-Vogelsang Str. 6 Hassmersheim 74855,49.3060912,9.1462792
805,Holzkoppel 4 Schenefeld 22869,53.5880864,9.8311544
806,Sandstr. 140 Mülheim an der Ruhr 45473,51.4375031,6.8762191
807,Am Oberwald 4 Wörth am Rhein 76744,49.0667317,8.3004566
808,Georg-Schwarz-Straße 49 Leipzig 4177,51.3424717,12.3193415
809,Kriegerlindenstr. 3 Nürnberg 90427,49.4871922,11.0767152
810,Steinweg 13 Oldenburg 26122,53.1426609,8.2049317
811,Haselkamp 33 Hamburg 22359,53.6411202,10.1518478
812,Fahrner Straße 133 Duisburg 47169,51.5150405,6.7658279
813,4 Mettmann 40822,51.2519146,6.971066
814,Schermbecker Landstraße 88 Wesel 46485,51.6596655,6.6545882
815,Ernst-Günter-Albers-Str. 13 Meldorf 25704,54.0950361,9.0644471
816,Straße der Deutschen Einheit 6 Triptis 7819,50.7462811,11.8857078
817,Am Mühlenbach 1 Melle 49328,52.1943073,8.4608888
818,Birkhof 1 Kastl 95506,49.8081622,11.8948682
819,An der Suhl 1 Nüsttal 36167,,
820,Esslinger Straße 102 Fellbach 70734,48.8096204,9.2676466
821,Bürgermeister-Schmidt-Straße 17 Burscheid 51399,51.0807835,7.1156308
822,Hugo-Küttner-Strasse 8 Pirna 1796,50.9560623,13.9152188
823,Aachener Straße 1 06796 Brehna 6796,51.558335,12.1833761
824,An der Asbacher Straße 22 Schmalkalden 98574,50.7188872,10.4782859
825,Weinbergstr. 1 Eisenach 99817,50.9872763,10.2717304
826,Senefelderstraße 3-11 Wemding 86650,48.8700433,10.7156991
827,Industriestraße 8 Lennestadt 57368,51.1446878,8.0091767
828,An der B5 Paulinenaue 14641,,
829,Flurstraße 15-17 Mettmann 40822,51.2485204,6.9869694
830,Julius-Bührer-Straße 12 Singen 78224,47.7600426,8.8457764
831,Kleffstraße 1 Altena 58762,51.3059837,7.6665251
832,Dieselstraße 11 Wölfersheim 61200,50.4232023,8.8496329
833,An den Quellen 1 Eilenburg 4838,51.4726178,12.6069881
834,Hellinger Str. 1 Königsberg i. Bay. 97486,,
835,Hellinger Str. 1 Königsberg i. Bay 97486,,
836,Friesenheimer Straße 19 Mannheim 68169,49.5153456,8.4591992
837,Zweibrücker Straße 200 Pirmasens 66954,49.2216298,7.5934297
838,In der Fleute 81-89 Wuppertal 42389,51.2783484,7.2550459
839,Posthalterweg 10 Oldenburg 26129,53.1580402,8.1726781
840,Carl-Dütting-Straße 1 Osnabrück 49090,52.3087258,8.0020233
841,Ofenbauerstraße 1 Westerburg 56457,50.5566931,7.9555703
842,Biberbachstraße 9 Augsburg 86154,48.4021903,10.8765669
843,Engelschalkstraße 1 Friedberg 86316,48.3512494,10.9922663
844,Industriestraße 38 Nürnberg 90441,49.4306565,11.0563989
845,Engelschalkstraße 1 Friedberg 86316,48.3512494,10.9922663
846,Hermann-Goetze-Str. 8 Herdorf 57562,50.7728487,7.938481
847,Loddenkamp 10 Hamm 59075,51.7002712,7.7793961
848,Gewerbestr. Süd 74 Erkelenz 41812,51.068102,6.3169054
849,Ringstraße 13 Ohrdruf 99885,50.8416142,10.7096417
850,Nordring 1 Bad Laer  49196,52.1163762,8.0883474
851,Stolberger Straß3 351-353 Köln 50933,,
852,Burg Gretesch 1 Osnabrück 49086,52.2758357,8.1199311
853,Kastanienallee 4a Oberharz am Brocken OT Rübeland 38889,,
854,Gewerbestraße 62 Bretten 75015,49.0542463,8.7474547
855,Kilianstr. 96 Nürnberg 90425,49.4737651,11.0748361
856,Bahnhofstraße 1 Schraplau 6279,,
857,Magirusstraße 21 Ulm 89077,48.3970328,9.964712
858,Forststraße 20 Winnenden 71364,48.8673835,9.3864797
859,Werkstrasse 1 Dillingen 66763,49.355597,6.7325219
860,Jürgen-Graef-Allee 2 Hamm 59065,51.6876798,7.835153
861,An der Fine 4 Dessau-Roßlau 6842,51.8259424,12.2313765
862,Michele-Ferrero-Straße 1 Stadtallendorf 35260,50.8186185,8.9952124
863,Am Außenhafen 5-7 Duisburg 47059,51.4301441,6.7428244
864,Nord-West-Ring 38 Augustdorf 32832,51.9054813,8.7075318
865,Rothenburgstraße 27 Nordhausen 99734,51.4889563,10.8154844
866,An der Birkenpfuhlheide 4 Baruth 15837,52.0735686,13.5161193
867,Trift 10 Ilsenburg 6502,51.8757286,10.6899873
868,Industriestraße 28 Stockach 78333,47.8428235,9.0023871
869,Im Neuen Felde 87 Uelzen 29525,52.9853936,10.5571089
870,Koblenzer Str.  48-56 Andernach 56626,50.4364114,7.4148431
871,"August Moralt Str., 9 Peiting 82442",47.7817922,10.9397394
872,Westicker Straße 53 Kamen 59174,51.5822979,7.6515604
873,Gottlieb-Wagner-Str 2 Kleinheubach 63924,49.7192307,9.2141387
874,Peter-Behrens-Straße 15 Berlin 12459,52.4548649,13.5274806
875,Am Steinwerk 7 Finnentrop 57413,51.159823,7.9641575
876,Uferweg 5 Sinsheim 74889,49.2538645,8.8685109
877,Marie-Curie-Strasse  16 Rheinfelden 79618,47.5470969,7.744646
878,Solarstraße 1 Torgau 4860,51.5754971,12.9977448
879,Nürnberger Straße 140 Wernberg-Köblitz 92533,49.5365348,12.1485644
880,Lebendorfer Straße 1 Könnern 6420,51.7259536,11.7723117
881,Alte Braunschweiger Straße 31 Lehre 38165,52.3537666,10.7101136
882,Frierichthaler Straße 8 Olpe 57462,,
883,Stahlschmidtsbrücke 11 Hückeswagen 42499,51.1363498,7.3410667
884,Unter dem Schöneberg 20 Melsungen (Adelshausen) 34212,51.1119983,9.5589191
885,Am Schlachthof 1 Weißenfels 6667,51.2139422,11.9764078
886,Eduard Zimmermann Strasse 29 Thannhausen 86470,,
887,Dieselstraße 85 Herzebrock- Clarholz 33442,51.8830609,8.2217967
888,Alfred-Flender-Straße 77 Bocholt 46395,51.8232761,6.6081153
889,Große Drakenburger Str. 93-97 Nienburg 31582,52.6544178,9.2070994
890,Van-den-Bergh-Straße 35 Kleve 47533,51.7913558,6.1494438
891,Lindenstraße 170 Itzehoe 25524,53.933125,9.4894282
892,Flughafenstra 105 Düsseldorf 47877,,
893,Flughafenstraße 1-3 Hamburg 22335,53.6283374,10.0060746
894,Petzelstraße 84 Langenhagen 30855,52.4620848,9.6979196
895,Nordallee 25 München-Flughafen 85356,48.3537253,11.7856497
896,Werksweg 2 Stulln 92551,,
897,Am Schlifter 7 Roßleben-Wiehe / OT Roßleben 6571,,
898,Heinrich-Follmann-Str. 1 Minden 32423,52.2992524,8.9552885
899,Industriestr. 7 Vechta Langförden 49377,52.7912899,8.2532521
900,Deichstraße 11 Rees-Haffen 46459,51.7342701,6.4600058
901,Henry Ford Straße 1 Saarlouis Lack (1) 66740,,
902,An der Schraube 28 Finsterwalde 3238,51.6366198,13.7132469
903,Niedernfeldweg 14 Porta Westfalica 32457,52.2587035,8.9049246
904,Schiettingerstraße 3 Brand 95682,49.9519439,11.903622
905,Volkmarstr. 9-11 Berlin 12099,52.4544316,13.3970318
906,Industriestraße 20 Preetz 24211,54.2553157,10.3004678
907,Ebinger Str. 115 Winterlingen 72474,48.1798858,9.107321
908,Bahnhofstr. 28 Rogätz 39326,52.32428,11.7617507
909,Industriestraße 1 Niederwinkling 94559,48.8942666,12.8017196
910,Hirschstraße 30 Striegistal 9661,51.0070021,13.218849
911,Lebuser Chaussee 3 Frankfurt (Oder) 15234,52.3642291,14.5297267
912,Leibnizstrasse 3 Regensburg 93055,48.9970654,12.1558144
913,Oesterweg 16 Ense 59469,51.4927756,7.972759
914,Gutenbergstr. 12 Gersthofen 86368,48.4330178,10.8617378
915,Heidenhofstrasse 2 Freiburg 79110,48.0091575,7.8346918
916,Lilienthalstraße 200 Mannheim 68307,49.5458481,8.467698
917,Am Junger-Löwe-Schacht 5 Freiberg 9599,50.9030587,13.3574643
918,Lindenallee 20 Burg 39288,52.2475024,11.8785357
919,An den Heilquellen 4 Freiburg 79111,47.9835933,7.7677564
920,Bugginger Straße 85 Freiburg 79114,47.9982492,7.8069818
921,Frankenhammer 8 Bad Berneck 95460,50.0303718,11.6834729
922,Frankfurter Straße 6-8 Sankt Wendel 66606,49.4652418,7.1463586
923,Liebigstr. 2-8 Kaiserslautern 67661,49.4346961,7.6716942
924,Freudenbergstr. 1 Neuenburg 79395,47.8060154,7.5518668
925,Höhnerweg 2-4 Weinheim 69469,49.55473,8.6625086
926,Achternbergstrasse 38a Gelsenkichen 45884,,
927,Ruhrtal 2 Witten 58456,51.4246179,7.2885205
928,Hauptstraße 84 Wagenfeld 49419,52.5437613,8.5883102
929,Rothenburger Str. 1 Aub 97239,49.548867,10.0719206
930,Papenweg 6 Extertal 32699,52.0675586,9.1058639
931,Wiedenbrücker Str. 80 Lippstadt 59555,51.6884611,8.3434995
932,Großheubacher Str. 4 Miltenberg 63897,49.7694707,9.2476434
933,Kappelrain 4 Güglingen 74363,49.0712807,9.028707
934,Am Königsfeld 15 Brakel 33034,51.7100986,9.1833174
935,Richard-Wagner-Straße 24 Hamm 59063,51.6683441,7.8220068
936,Am Hambuch 20 Meckenheim 53340,50.6508027,7.0261195
937,Albert-Schweitzer-Str. 15 Stadtallendorf 35260,50.8230314,9.004425
938,Siegenbeckstraße 15 Hamm 59071,51.6849842,7.9606977
939,Rotkreuzstraße 5 Bühl 77815,48.7012165,8.1311251
940,Raiffeisenstr. 4 Schneiderkrug 49685,52.8138887,8.2351695
941,Am Stazelbach 1 Lamerdingen 86862,,
942,Höhenbühlstrasse 55 Münsing 82541,47.8923387,11.3965591
943,Stockstädter Str. 100 Großostheim 63762,49.9427661,9.0652468
944,Saarower Chaussee 34 Fürstenwalde 15517,52.3292108,14.0788929
945,Postplatz 1 Donaueschingen 78166,47.9515329,8.5000818
946,Lübarser Straße 10-38 Berlin 13435,52.6010885,13.333911
947,Äppelallee 69 Wiesbaden 65203,50.0459131,8.2157611
948,EUREF-Campus 17 Berlin 10829,52.4815294,13.3565907
949,Mengerser Straße 30 Eiterfeld 36132,50.77402,9.795526
950,Klever Str. 135 Goch 47574,51.690318,6.1577499
951,Askay 35 Attendorn 57439,51.138822,7.9323127
952,Gammelsbacher Straße 2 Eberbach 69412,49.4667764,8.9636714
953,Ernst-Röwer-Ring 2 Grambow 17322,,
954,Kühnhofener Str. 42 Hersbruck 91217,49.5141097,11.4180385
955,Rheinhold-Vöster-Straße 25 Leonberg 71229,,
956,Dr.-Robert-Koch-Straße 18 Bergisch Gladbach 51465,50.9937714,7.1309545
957,Asberger Str. 4 Moers 47441,51.4454023,6.6410419
958,Telegrafenberg 1 Potsdam 14473,,
959,Karl-Marx-Straße 24 Pößneck 7381,50.6920831,11.5766836
960,Gewerbestraße 4 Westendorf 86707,48.5712342,10.8445362
961,Breiter Weg 40 Bergneustadt 51702,51.0298879,7.6623074
962,Zum Kalkberg 4 Elsterwerda 4910,51.4625805,13.5393708
963,Hafenstr. 41 Trier 54293,49.7939809,6.6947498
964,Am Fliegerhorst 9 Bad Langensalza 99947,51.1220764,10.6304891
965,Hafenstraße 30 Schweinfurt 97424,50.0298864,10.2240917
966,Probstzellaer Straße 50 Gräfenthal 98743,50.5306007,11.3213009
967,Beunaer Straße 4 Merseburg 6217,51.3196644,11.9884797
968,"Gemarkung Baasdorf, Flur 23, Flustück 1068 Köthen 6366",,
969,Grenzstraße 4 Spremberg OT Sellessen 3130,,
970,Industriestraße 1 Ludwigshafen am Rhein 67063,49.4850651,8.4229183
971,Rotterdamer Str. 14-18 Mannheim 68219,49.4247275,8.5144131
972,Siechen 11 Cham 93413,49.2282543,12.6795559
973,Konrad‐Zuse‐Str. 4; Jena 7745,50.8852489,11.5988722
974,August-Bebel-Straße 59 Rüsselsheim 65428,49.9827132,8.4251458
975,9 Industriestraße Hardheim 74736,49.6036774,9.4754881
976,Äußerer Ring 50 Baar-Ebenhausen 85107,48.6871264,11.4714776
977,Bertrams-Jadgweg 12a Hürth 50354,,
978,Max-Immelmann-Allee 3 Waldshut-Tiengen 79761,,
979,Gaensefurth 4 Hecklingen 39444,51.8637487,11.5346188
980,Holger-Crafoord-Str. 26 Hechingen 72379,48.3503856,8.9807613
981,Bahnhofstraße 50 Niederstotzingen 89168,48.5333165,10.2351341
982,Peterswörther Straße Gundelfingen 89423,48.5465905,10.3763445
983,Kurpfalzring 109 - 113 Heidelberg 69123,49.4048849,8.6404207
984,In der Grund 85 Achim/Embsen 28832,53.0289844,9.0194262
985,Im Moore 1 Diepholz 49356,52.6171186,8.3103024
986,Abelstraße 12 Wesel 46483,51.665907,6.6231795
987,Kronprinzstrasse 40 Langenfeld 40764,51.1200237,6.96587
988,Theuerbach 1 Pfullendorf 88630,47.9244001,9.2415638
989,Hölker Feld 29-31 Wuppertal 42279,51.2950354,7.256346
990,Trophagener Weg 25 Lemgo 32657,52.0202498,8.8887324
991,Hauptstraße 250a Würselen 52146,50.8161158,6.1526274
992,Mühlenstr. 4 Giesen 31180,52.1920431,9.9212589
993,Hermann-WÃ¼sthof-Ring 15-17 Hamburg 21035,,
994,Uracher Str. 95 Dettingen an der Erms 72581,48.5217844,9.3535624
995,Eichholz 1 Halver 58553,51.1951545,7.5103987
996,Schüttendeich 4 Radevormwald 42477,51.196952,7.386456
997,Scharhof 1 Hirschau 92242,49.540394,11.9783395
998,Am Eggenkamp 8-10 Greven 48268,52.1050659,7.6221893
999,Trottäcker 69 Bad Säckingen 79713,47.5503691,7.9214965
1000,Am Goldbach 1 Alzenau 63755,50.102031,9.1006892
1001,Knabenweg Elsenfeld 63820,49.8471967,9.1612139
1002,GLS-Germany-Straße 1-7 Neuenstein 36286,50.9082427,9.5869309
1003,Poinstr. 1 Strullendorf 96129,,
1004,Bahnhofstrasse 6 Mosbach-Neckarelz 74821,49.3452821,9.1085072
1005,Nordring 67 Schüttorf 48465,52.3317586,7.247339
1006,Neue Hüttenstraße 1 Georgsmarienhütte 49124,,
1007,Oeslauer Str. 35 Rödental 96472,50.2918976,11.0416242
1008,Loikumer Str.10 Hamminkeln - Dingden 46499,51.7711901,6.6055006
1009,Vulkanring 6 Gerolstein 54567,50.2413928,6.6624428
1010,Erich-Martens-Straße 26-32 Bünde 32257,52.1934512,8.6077904
1011,Ruhrau 50 Essen 45279,51.439299,7.0882097
1012,Rodenbacher Straße Lohr 97816,49.9877335,9.5773948
1013,Tettaugrundstrasse 1 Tettau 96355,50.4592568,11.2641717
1014,Obere Mäurichstr. 4 Neuenstadta.K. 74196,,
1015,Senator-Weßling- Str. 1 Bremen 28277,53.0357981,8.8187376
1016,Nordring 2 Bayreuth 95445,49.9558117,11.566922
1017,Chaumontplatz 1 Bad Nauheim 61231,50.3571253,8.7291555
1018,Hansestraße 2 Bremervörde 27432,53.4983524,9.1174757
1019,Am Flugplatz 1 Gera 7546,50.882901,12.1288212
1020,Höfener Straße 42 Nürnberg 90431,49.4558303,11.0095143
1021,Karl-Kling-Straße 12 Gießen-Lützellinden 35398,50.5286942,8.6122295
1022,Hofmannstraße 25a Bad Windsheim 91438,49.511508,10.4259292
1023,L.-Girnghuber-Str.  Marklkofen 84163,48.54797,12.5481118
1024,Giselherstrasse 11 Dortmund 44319,51.526759,7.6258083
1025,Hüblteichstraße 17 Mitterteich 95666,49.9454436,12.2284127
1026,Schützenstr. 1 Waldsassen 95652,50.0074737,12.3030938
1027,Nienburger Straße 59 Estorf 31629,52.6021637,9.1598923
1028,Ruhrstraße 4 Neuburg an der Donau 86633,48.7408906,11.2416174
1029,Pirnaer Strasse Heidenau 1809,50.9656975,13.8871282
1030,Hördenerstraße 5 Gernsbach 76593,48.77185,8.3384629
1031,Industrieparkstraße 1 Burgkirchen 84508,48.1772898,12.7191883
1032,Hahnestr. 3 Dassel 37586,51.7811031,9.6906067
1033,Robert-Bosch-Str. 3 Frankfurt am Main 60386,50.118881,8.7546771
1034,Südstraße 39 Osnabrück 49084,52.2718662,8.0985027
1035,Nieder-Wippekühl 2-4 Schaksmühle 58579,,
1036,Alt Salbke 6-10 Magdeburg 39122,52.0847917,11.6619392
1037,Guterborn 1 Boden 56412,50.4759823,7.8548434
1038,Zum Bahndamm 18 Treuen 8233,50.5509321,12.2804751
1039,Industriestraße 10 Garrel 49681,52.9493555,8.0138603
1040,Haupstraße 20 Siegen 57074,,
1041,Hombuschstr. 5 Mannheim 68169,49.5159537,8.4636636
1042,Trettaustr. 35 Hamburg 21107,53.4939885,9.9868023
1043,Justus- Liebig-Straße 1 Wittlich 54516,49.982729,6.9064577
1044,Kreuzauer Straße 46 Düren 52355,50.7793597,6.4889728
1045,Waldemar-Estel-Straße Seehausen 39615,52.8787038,11.7367986
1046,Otto-Graf-Straße 1 Herbolzheim 79336,48.2211497,7.7517847
1047,Köferinger Straße 9-13 Kümmersbruck 92245,49.4162355,11.8733434
1048,Gewerbegebiet Fichtig 2 Sonneberg 96515,50.4918313,11.258663
1049,Egerländerstr.2 Reinheim 64354,49.8336884,8.8339288
1050,Rothwiese 5 Hannover 30559,52.3684387,9.8635569
1051,Riedhof 2 Bad Waldsee 88339,47.9050012,9.7187914
1052,Bochumer Straße 267 Castrop-Rauxel 44575,51.5313997,7.2957934
1053,Flutstraße 84 Wilhelmshaven 26386,53.5713436,8.1102953
1054,Stein 22 Plößberg 95703,49.8248567,12.3258874
1055,Maybachstraße 2 Frickenhausen 72636,48.5985446,9.3560565
1056,Johann-Maus-Str. 3 Ditzingen 71254,48.8194641,9.0682858
1057,Am Hohenstein 115 Schiltach 77761,48.2915362,8.3223371
1058,Im Camisch 1 Kahla 7768,50.8218062,11.5823239
1059,Hunteburgerstraße 32 Damme 49401,52.5175201,8.2008845
1060,Industriestraße 18 Stockach 78333,47.8438936,9.0042903
1061,Liebigstraße 3 Reinbek 21465,53.5215853,10.2338084
1062,Forster Straße 72 Guben 3172,51.9227167,14.6956231
1063,Siemensstraße 6 Herzberg 37412,51.6410035,10.3210032
1064,Salzstraße 1 Reinsberg 9629,51.045164,13.3808892
1065,Werner-von-Siemens-Straße 5 Stuhr 28816,53.0214271,8.7762674
1066,Brunnenallee 1 Bad Driburg 33014,51.7361279,9.0303734
1067,Ziegerlerstraße 6 Aachen 52078,,
1068,Antoniusstr. 15 Kirchhundem 57399,51.0728847,8.0695037
1069,Guardianstraße 1 Bitterfeld-Wolfen 6766,51.651914,12.2399582
1070,Am Weiher 1 Neutraubling 93073,48.9828989,12.2238629
1071,Göllstraße 8 Tittmoning 84529,48.0534598,12.7709818
1072,Teplitzer Str. 20 Waldkraiburg 84478,48.2094389,12.4153794
1073,IndustriestraÃe 10 Lienen 49536,,
1074,Alte Heerstrasse 1 GeorgsmarienhÃ¼tte 49124,,
1075,Hardter Straße 400 Viersen 41748,51.2246922,6.369757
1076,Ronsdorfer Straße 174 Remscheid 42855,51.1992695,7.1965687
1077,Uracher Str. 27 Hülben 72584,48.5180594,9.4046035
1078,Eschenhausen 29 Bassum 27211,52.8407206,8.7387869
1079,Bahnhofstraße 40 Eystrup 27324,52.7801842,9.2203473
1080,Herderstraße 50-54 Albstadt/ Ebingen 72458,48.2096991,9.037553
1081,Ziegeleiwiese 5 Güstrow 18273,53.7980718,12.1949426
1082,Landstr. 1 Gutach 79261,48.1130264,7.9835469
1083,Neuenkirchener Strasse 8 Salzbergen 48499,52.3170123,7.3518926
1084,Neuhöfer Brückenstrasse 127 - 172 Hamburg 21107,53.5124734,9.9644391
1085,Glashüttenweg 17 Lübeck 23568,53.89272,10.7068496
1086,Gifhorner Str. 59 Knesebeck 29379,52.6771127,10.6962861
1087,Alfred-Nobel-Straße 16 Unna 59423,51.532782,7.7193769
1088,Haimendorfer Str. 58 Schwaig 90571,49.4671826,11.2144321
1089,An der Roten Bleiche 2-3 Lüneburg 21335,53.2384146,10.4137829
1090,Schützenwall 27 Norderstedt  22844,53.7101137,10.0248625
1091,Vor dem Untertor 1 Wanfried 37281,51.1843273,10.1685661
1092,Süd-Chemie-Str.3 Kelheim 93309,,
1093,Werner-von-Siemens-Str. 23 Bad Rodach 96476,50.3364846,10.7873994
1094,Oberrohner Strasse 11 Bad Salzungen 36433,50.8602501,10.2459128
1095,Gebäude 1027 Hahn-Flughafen 55481,,
1096,Rudolph-Glauber-Straße 6 Bitterfeld 6749,51.6193809,12.3078496
1097,Dr.-Hans-und-Paul-Riegel-Str. 5 Grafschaft 53501,50.5756603,7.0874204
1098,Wilhelm-Harting-Str. 1 Espelkamp 32339,52.3909348,8.6191266
1099,Glashüttenplatz 1-7 Tettau - Kleintettau 96355,50.4713498,11.2824727
1100,Am Hochkamp 21 Bad Schwartau 23611,53.9224163,10.6938415
1101,Albert-Schweitzer-Weg 1 Northeim 37154,51.7298077,9.9788643
1102,Ludwig-Erhard-Str. 100 Wiesbaden 65199,50.0658506,8.1914707
1103,Holstenstraße 2 Hamburg 22767,53.5509665,9.9551452
1104,Eisfelder Str. 41 Hildburghausen 98646,50.4252469,10.7443159
1105,Friesener Straße 41 Kronach 96317,50.2438042,11.3323544
1106,Große Parower Straße 47-53 Stralsund 18435,54.3284098,13.0816926
1107,Altenwalder Chaussee 10 Cuxhaven 27474,53.8527502,8.6927855
1108,Dr.-Frössel-Allee 1 Herzberg 37412,51.6693949,10.343182
1109,August-Bebel-Straße 55a Burg 39288,52.2645074,11.8324047
1110,Hallesche Straße 29 Köthen 6366,51.7469031,11.9725344
1111,Wittgensteiner Platz 1 Leezen 19067,53.6603231,11.4909919
1112,Krankenhausstraße 30 Rottweil 78628,48.1654267,8.6126921
1113,Leipziger Str. 45 Schkeuditz 4435,51.3943344,12.230264
1114,Mildred-Scheel-Straße 1 Nordenham 26954,53.4560589,8.4417178
1115,Franz-Lust-Str. 30 Karlsruhe 76185,49.0182659,8.3759381
1116,Am Beinschuh 2a Sangerhausen 6526,51.4720228,11.3096056
1117,Ziegelkampstraße 39 Nienburg/Weser 31582,52.6357175,9.224454
1118,Wismarsche Straße 393-397 Schwerin 19049,53.6514219,11.4082224
1119,Gartenstraße 6 Aue-Bad Schlema 8280,50.5923472,12.7171102
1120,Pieskower Str. 33 Bad Saarow 15526,52.2837363,14.0626258
1121,Schwanebecker Chaussee 50 Berlin 13125,52.63108,13.5077143
1122,Walterhöferstr. 11 Berlin 14165,52.422654,13.2541775
1123,Nordhäuser Straße 74 Erfurt 99089,50.9923519,11.0124195
1124,Campus 6 Gifhorn 38518,52.4971131,10.5482638
1125,Heliosstraße 1 Gotha 99867,50.9284165,10.6776104
1126,Senator-Braun-Allee 33 Hildesheim 31135,52.1513519,9.9766887
1127,Lutherplatz 40 Krefeld 47805,51.3209451,6.5660868
1128,Bergstr. 3 Meiningen 98617,50.5575191,10.3971342
1129,Robert-Koch-Straße 2 Velbert 42549,51.3503039,7.0116891
1130,Kanzlerstr. 2-6 Pforzheim 75175,48.8889734,8.7123224
1131,Struppener Str. 13 Pirna 1796,50.9583827,13.9540004
1132,Kattowitzer Straße 191 Salzgitter 38226,52.1547473,10.3189944
1133,Dr.-Moeller-Straße 15 Schwelm 58332,51.2937365,7.3122248
1134,Ringstraße 49 Siegburg 53721,50.7993029,7.2063182
1135,Hüffertstr. 50 Warburg 34414,51.487456,9.1407719
1136,Heusnerstraße 40 Wuppertal 42283,51.273968,7.1743249
1137,Stader Strasse 203 c Hamburg 21075,53.4698687,9.9378098
1138,Strümpellstr. 41 Leipzig 4289,51.3082257,12.4356877
1139,Härlenweg 1 Überlingen 88662,47.7748076,9.1509019
1140,Schillerstraße 22 Hünfeld 36088,50.6631439,9.7672048
1141,Conringstraße 26 Helmstedt 38350,52.2318762,10.9993091
1142,Röntgenstr. 2 Plauen 8529,50.4918867,12.1520372
1143,Bürgerstraße 7 Freital 1705,50.9915096,13.6448433
1144,Beckumer Straße 130 Lippstadt 59552,51.6811859,8.3216799
1145,Maienbühlstraße 7 Wembach 79677,47.7720462,7.8862047
1146,Gebr.-Uekermann-Straße 1 Hiddenhausen 32120,,
1147,Heinrich-Hermann-Straße 14 Filderstadt 70794,48.6598934,9.2225103
1148,Industriestrasse 64 Sulzbach An Der Murr 71560,49.0005736,9.5152844
1149,Raffineriestraße 1 Wilhelmshaven 26388,53.6087379,8.0995541
1150,Hagenstr. 2 Bad Arolsen 34454,51.3558438,8.9872913
1151,Graf-Zeppelin-Straße 16-20 Bad Wünnenberg-Haaren 33181,51.5641973,8.7157124
1152,Schäfergasse 1 Bad Salzungen 36433,50.8125696,10.2228971
1153,Ernst-Blickle-Str. 21-25 Bruchsal 76646,49.1224335,8.576293
1154,Boschstraße 15 Glauchau 8371,50.8327597,12.5327152
1155,Kirrberger Straße Homburg 66424,49.31517,7.3428566
1156,Marschgehren 13 Bremen 28779,53.1790176,8.5753568
1157,Miraustraße 10-14 Berlin 13509,52.5796983,13.3139744
1158,Werkstraße 3 Hagenow 19230,53.424673,11.1855249
1159,Gewerbering 32 Hettstedt  6333,51.6382211,11.4815515
1160,Mageburger Str. 3b Quedlinburg 6484,,
1161,An der Bremecke 4 Brilon 59929,51.363742,8.6198292
1162,Bontkirchener Straße 1 Brilon 59929,51.378685,8.6401959
1163,Fraunhofer Str. 2 Leipzig 4178,51.3497853,12.2992162
1164,Holy-Allee 3 Metzingen 72555,48.5469737,9.2686304
1165,Alemannenweg 32 Hagen 58119,51.3675678,7.5527394
1166,Wilhelm-Ruß-Str. 2 Coburg 96450,,
1167,Riedstr. 1 Erdmannhausen 71729,48.9470532,9.2831154
1168,Käfertaler Straße 318 Mannheim 68167,49.5025537,8.5024438
1169,Im Rädchen 4-6 Nonnweiler-Otzenhausen 66620,49.60181,6.9997392
1170,Landsteinerstraße 1+3 Leipzig 4103,51.316608,12.3914673
1171,Buxtrup 3 Nottuln 48301,51.9140952,7.3880956
